comment_text,religion_creed,race_ethnicity,physical_disability,gender_sexualorientation,other
tai bgt lg melindungi dunia sebagai dokter tbtb dibunuh mafia tai kucing,0,0,0,0,1
orang kaya cio halal buat dibunuh ya bangsat tai kambing anjing,0,0,0,0,1
yg mengkudeta dan mengeksekusi pemimpinnya dilabeli apa tuh jgn nanti imam mahdi muncul pun dilabeli khawarij dan radikalis dan ditentang penguasa bahkan diburu dan dibunuh,1,0,0,0,0
edukasi buat ngejulidin orang yg hobi ngentod tapi giliran jadi anak mau dibunuh sembarangan klo gw ketemu yg beginian bukan gw julidin di tiktok lagi klo bisa gw katain makanya klo ngentod pake kondom,0,0,0,0,0
bangsawannya bisa dibunuh aja ga sih jijik banget liatnya,0,0,0,0,1
kadrun bloon masih ngeyel aja nih kalau mau tahu pembrontakan pki ya tanya soeharto di alam kubur sana drun,1,0,1,0,0
konsan konsen giliran hamil bilang kecelakaan giliran hamil bayinya digugurin giliran hamil melahirkan bayinya dibuang atau dibunuh giliran kena pms makanya guys konsen juga pake kondom gak gak yg bener kagak usah seks bebas tolil,0,0,0,0,0
aaaa masih eps  liat gwinam ngeselin parah knp ga dibunuh aja,0,0,0,0,1
pengikut dajjal itu orang beragama dan sudah mulai muncul di dunia ini mereka pake kopiah pake baju koko pake gamis tapi hatinya monster buat mereka yang berbeda pandangan dengan mereka halal untuk dibunuh,1,0,0,0,0
bangsat gua udh muak bgt sama kasus pemerkosaanpelecehan bahkan sampai korban dibunuh otaknya dimana si bangsat tolol tau ga sumpah goblok didikan orang tuanya gmn dah lingkungannya gmn sekolah apa kaga ni org ajg tolol sumpah gaabis pikir,0,0,0,0,1
kalau nafsu ya sewa psk anjinggg ini sudah merkosa anak org dibunuh juga dikiranya mbaknya tuh ada kloningannya apa bajingan memang segera kau mati bidadab bangsattt,0,0,0,0,0
slogan tuanku rakyat hanyalah omong kosong kemarin rembang sekarang wadas bapak adalah gubernur terburuk,0,0,0,0,1
dasar otak tumpul bacot gede,0,0,0,0,1
pb pmii kecam keras tindakan represif di wadas,0,0,0,0,1
yach si dandy lagi sjw kelas teri,0,0,0,0,1
pemimpin itu melayani bukan mengeksploitasi,0,0,0,0,1
berarti benar semua yg terjadi di wadas sudah direncanakansungguh sangat busuk,0,0,0,0,1
kalau berbicara ia berdusta itulah ciri orang munafik,1,0,0,0,0
gemborkan wadas tapi otaknya sendiri ga waras,0,0,0,0,1
maen bacok an ayo quenmutia kalau kamu suka bunuh orang masuklah agama islam karena hanya islam yang ajarkan umat membunuh jihad,1,0,0,0,0
betul dan semua pihak yang menentang sih cina kafir ahok akan di kriminalisasi oleh polisi dengan semua rekayasa hukum nya,1,1,0,0,0
aliansi bem seui mengecam keras berbagai bentuk perampasan ruang hidup dan perusakan lingkungan yang kini tengah dialami masyarakat wadas kami pun menolak segala bentuk intimidasi represi dan produksi ketakutan yang diproduksi oleh alat negara kami bersama wadas ,0,0,0,0,1
kasihan anakkutelah dibikin repot uu cipta kerjatetapi mereka belum puassekalian dicekik dg uu jhtdasar rezim dajjal   ,1,0,0,0,0
katanya ingin mati syahid biar ketemu bidadari udah dikabulkan ko disalahin kasihan mereka efek beguru kepada si cabul kmpetugastidaksalah,1,0,0,0,0
najis kadrun tolol iningaji aja ngk bisa,1,0,0,0,0
bukan males sama lingkungan kerja gua tapi segelintir orang di luar kerjaan yg bikin gua muak cape anjing,0,0,0,0,1
kesel bgt bgstttt punya kelompok pd ga bisa di andelin muak bgt pd bacot ngajakin kerkel tapi pas kerkel malah main ud di bilangin bhs di grup bagi tugas saling ngasi saran tp malah gd yg respon anjing bgt anjingggg,0,0,0,0,1
punya laki tuh ribet blm larangan ini itu blm ngeladenin sifat aneh dia bener deh saat ini lg muak bgt,0,0,0,0,1
aku juga udah muak liat kelakuanmu tee ga punya pendirian banget jadi lelaki,0,0,0,1,0
jangankan bapaknya gua yang baca aja muak ama lu,0,0,0,0,1
pingin ku bom nuklir sih ni orang terusan nanya hal yang sama berulang kali lamalama muak tau,0,0,0,0,1
ngga punya malu nih orang dua periode aja gagal  amit amit muak gue liatnya,0,0,0,0,1
muak banget gua sama ni org dari pas kejadian dia nyela speechnya ts,0,0,0,0,1
kurang kerjaan banget lu ngurusin hidup gue,0,0,0,0,1
udah pls jangan ngomong apaapa lagi muak banget gue denger pepatah lu,0,0,0,0,1
anjing banget lu vina biadab hee gw ngapa lu gituin setan,0,0,0,0,1
kadrun goblok pea saat ini bego nya paling biadab ,1,0,0,0,0
tetap aja korupsi paling biadab dalam sejarah indonesia yang maling dana bansos saat pandemi,0,0,0,0,1
hindu india biadab,1,0,0,0,0
biadab laknatullah  dasar setan masuk neraka kalian,1,0,0,0,0
pantesan aja dulu setan gak mau sujud ama manusia ternyata setan tau kalo manusia itu bisa lebih kejam dan biadab di banding setan,1,0,0,0,0
kejahatan peci putih daster putih sorban putih kadrun itu jauh lebih biadab banget dari kejahatan kerah putih,1,0,0,0,0
kaya tempe gosong wkrt jgn nanti ky orang papua d lebih baik kamu saja dibakar wkrt itu saja,0,1,1,0,0
ini sih keterlaluan mereka hanya berani menyerang perempuan laki pengecut biadab india rasis,1,1,0,0,0
ustadz bejatmengajar ngaji sambil ngentodin santrinyabiadab,1,0,0,0,0
tunggu pembalasan kami,0,0,0,0,1
perlu dikebiri biar jadi siksanya seumur hidup,0,0,0,0,1
manusia pengecut biadab sama anjing kecil aja berani nya pake tongkat semoga mendapat karma yg lebih berat manusia kok lebih rendah dari pada anjing,0,0,0,0,1
memang biadab mereka yg mendukung pembunuhan laskar fpiemangnya para setansetan pendukung ini yg memikirkan bagaimana perasaan keluarga korban,1,0,0,0,0
tidak ada kata maaf coba gantian objek tembak nya ke oknum yang menembak korban kalau korban masih hidup pun ga akan di maafin jadi dendam seumur hidup pak,0,0,0,0,1
jeonghan gw dendam sama lo fix anjink,0,0,0,0,1
gua udah dendam kesumat ge mau gua bakar aja rumahnya,0,0,0,0,1
ketinggalan kereta karena berantem sama tokang bakso gw tabrak lu,0,0,0,0,1
iyaa kek kesel banget dikira lagi bercanda apa kalau emang homo bilang dong,0,0,0,1,0
kesel bgtt liat yesus naik,1,0,0,0,0
dasar homo lu,0,0,0,1,0
iya jir kesel sama fpi,1,0,0,0,0
kesel banget kontol dimaki jablay,0,0,0,1,0
gitu doang horny lu,0,0,0,0,0
coli mulu kerjaanlu,0,0,0,0,0
gajelas lo goblok gitu aja ketawa ya gue lagi ngomong di zoom ajg kesel bgt elah,0,0,0,0,1
benerbener kesel bgt di tipu seller kontol gw cari terus gw tonjok lu,0,0,0,0,0
kesel banget gw bunuh lu,0,0,0,0,1
cari orangnya sampai ketemu lalu penjarakan,0,0,0,0,1
cok beban tim asu,0,0,0,0,1
anak ngentot asu bkin emosi banget kontol,0,0,0,0,0
jancok kontol meki kok kadrun sange gw bunuh lu,1,0,0,0,0
gada yg bisa dipercaya kontol lu semua,0,0,0,0,0
sebenernya ga sesusah itutp eko emg bangsat sebangsat bangsat nya bangsat,0,0,0,0,1
bangsat duit ketelan habis itu otp gk masuk masuk ngentot gw bakar juga tuh gedung,0,0,0,0,1
badut gurun biang kerok cuma nyampah di nkri,1,0,0,0,0
kadrun onta ini msti ditembak palanya,1,0,0,0,0
te onta bangke bangsat biang kerok smua onar di nkri harus dibasmi seperti pki dulu dibasmi,1,0,0,0,0
tai anjink gw ebol nangis lu,0,0,0,0,1
kesel banget buset gue santet lu biar modar,0,0,0,0,1
aaaaaaaaaa gw kesel w mau nonjokin org woii,0,0,0,0,1
kesel banget sumpah pingin gue getok nih orang,0,0,0,0,1
kenapa dia bodoh banget ya,0,0,0,0,1
kadang gue kesel banget punya bokap miskin begini whatsapp cuma minta duit doang,0,0,0,0,1
dasar orang stress anjing kesel,0,0,0,0,1
lu teledor,0,0,0,0,1
kesel aja mukanya macem bocil,0,0,0,0,1
aku pengen bgt liat muka orang ngacengan ini,0,0,0,0,1
najis sama cara bucin lo,0,0,0,0,1
gue ilfil liat perbucinan dia jatohnya iri apa emang uda eneg siiii panas kaga ilfil iye,0,0,0,0,1
tangan gue gatel nih sama cina gereja eneg gue,1,1,0,0,0
dasar lonte kerjaan ngewe sana sini,0,0,0,1,0
orang kayak gini harusnya dibunuh saja,0,0,0,0,1
genit banget jadi orang,0,0,0,0,0
dasar pembohong kau sejam aja udah eneg,0,0,0,0,1
aduh gue eneg sama penyembah berhala,1,0,0,0,0
orang jawa tuh lemot banget sih,0,1,0,0,0
gw eneg sama kebodohan masyarakat yang kemarin memilih jokowi,0,0,0,0,1
idih makin eneg aj liat lo,0,0,0,0,1
gw udh eneg sama jamet dan antek anteknya,0,1,0,0,0
patahin tangan pembully itu sih,0,0,1,0,0
bencinya gue ke orang itu bener mendarah daging tau ga yg kalo ngeliat dia tu gue eneg banget yg sampe mo muntah dan pengen gua bunuh asli ini w ga boong,0,0,0,0,1
sorry banget gue eneg liat kelakuan lo halu ada batasannya bro kata gue sih mending lo berzikir,0,0,0,0,1
dasar lonte gatau diri,0,0,0,1,0
bangsat kontol nih orang ngacengan bangke,0,0,0,1,0
dasar penyembah sapi gua makan nih sapi lu,1,0,0,0,0
gua laporin lu,0,0,0,0,1
dikta anjing anjing anjing fuck you goblok monyet lu setan babi asu brengsek bangsat goblok,0,0,0,0,1
anj astagfirullah tobat anj cowo gue lo apain sialan dasar orang sunda sok cantik,0,1,0,0,0
kirain muka doang yg burik ternyata kontol lu juga ya kah memang la pantek muka kau awak tengok,0,0,0,1,0
temen aing kampret dirty mind,0,0,0,0,1
pengkhianat busuk minta dikeroyok,0,0,0,0,1
fatahilah kontol,0,0,0,0,0
ini pacarny knp ga ngomong jancok aja ya,0,0,0,0,1
yg musti di musnah kan loe,0,0,0,0,1
temen apaan lo gak ada lo juga gue gak rugi kali bangsat,0,0,0,0,1
afh iyh km kontol sumpah no dino kontol biji peler,0,0,0,1,0
kampret lu anying,0,0,0,0,1
wah gak bener nih si brengsek,0,0,0,0,1
parah banget sih lu,0,0,0,0,1
orang ini gak tau malu ya bangsat,0,0,0,0,1
bangsat lu otak udang,0,0,0,0,1
nah ini kayak udah didepan orangnya kenapa ga negor langsung sih ngapain masi perlu di up ke sosmed ngapa ga langsung ditegor ditempat aja,0,0,0,0,1
sengaja adu domba aja biar saling berantem,0,0,0,0,1
sabar  yg benci dan caci maki uas adalah para munafiq pki anak lahir di luar nikah orang tuanya pencuri penjilat pelacur budak cukong pemakan rezeki haram dan rata rata tdk berpendidikan,1,0,0,0,0
najis dah org begini,0,0,0,0,1
dasar game haram penciptanya anak yatim,0,0,0,0,1
idih si najis idih idih si najis lu wibu,0,0,0,0,1
bangsattttt pokoknya bangsat mereka semua jamet,0,1,0,0,0
para bajingan perusak negeri berkedok agama,1,0,0,0,0
itu namanya munafikk drunnnpara kadrun mulutnya selalu kofar kafor horam haram ehh giliran junjungannya punya hajat sponsor miras pada mingkem,0,0,0,0,1
bajingan emang si munafikk tp rata kadrun ya cabul sih orgnya,0,0,0,0,1
kalimat yg sopan aja bisa membawa dosa bagaimana dengan taik lo bangsat lo kurang ajar kntl lo dll ya,0,0,0,0,1
agensi korea bangsat anjir kenapa gak nunggu ot cb aja senior nya aja dulu di cb in,0,0,0,0,1
gw pukul ya lu,0,0,0,0,1
uas haram haram cadar,1,0,0,0,0
mulut tetangga pengen gue cabein,0,0,0,0,1
ketemu gua tonjokin lu,0,0,0,0,1
mendingan terlihat bajingan tapi hati punya iman daripada terlihat rupawan tapi kelakuan kayak preman,0,0,0,0,1
ternyata elo rasis bedebah keparat,0,1,0,0,0
gw robek juga mulut nya,0,0,0,0,0
opm goblok kulit hitam,0,1,0,0,0
agama jelek ini saklek banget sama aturan pake cadar atau sarung tiba tiba isi bom,1,0,0,0,0
ayo lah sampai mana kao mau ku ladeni,0,0,0,0,1
gw tunngu loe yaa homo  jangan belagaak ajaa  sok berduit loe lagaak loe cong bangsat banget,0,0,0,1,0
noh yg kmrn bikin twt bersatu bersatu bokep sama blonk kek power ranger sini lo anjing bangsat ketipu kan lo,0,0,0,0,1
ngapain nyeret partai ummat dan pks segalahanya mau cari popularitas aja ini org perjuangan telek asu,0,0,0,0,1
mati aja bisa ga sih tuh orang,0,0,0,0,1
alkohol sudah resmi dihalalkan oleh para kadrun keparat dan kadrik bahlul di bawah pimpinan wan abud bin abu nawas,1,0,0,0,0
gregetan banget klo gua yg di gituin abis tuh orang babak belur sma gua,0,0,0,0,1
anjing goblok tolol babi setan monyet bego oon bangsat,0,0,0,0,1
bangsat temen gua jamet semua,0,1,0,0,0
najis gue kalo lg baper ama org cringe bgt jijik gue,0,0,0,0,1
dih apaansi gajelas loselagi dia enjoy kenapa lu larangyg penting dia melaksanakan kewajiban seorang wanita pake jilbabrokok juga bukan barang haramso iye lo,0,0,0,0,1
sini gua pukul aja lu,0,0,0,0,1
manusia biadab ngentot aslinya dia itu syetan bertubuh manusia emosi lihat manusia seperti itu,0,0,0,0,0
bangsat memang mereka semua yang ada di hima,0,0,0,0,1
berantem aja lah kita sini,0,0,0,0,1
nak siblings jamet selalu,0,1,0,0,0
minta diantemi,0,0,0,0,1
loe seganteng apa asu sampe brani ngmng kek gtu jnck,0,0,0,0,1
bacot lu,0,0,0,0,1
lebih baik pk pengadilan jalanan nie orang sering nongkrong dmn samperin,0,0,0,0,1
pancen bajingan tak bermoral kaum kadrun sampah,1,0,0,0,0
lo kontol udah putus ya udahlah temen lo ga salah dia juga punya hak deketin mantan yang udah ga lo sukain itu najis punya temen kaya sender,0,0,0,0,0
gilak sih giliran dihina balik bilangnya radikal dan merasa plong trrdzolimi tapi tingkah lu jauh lebih bangsat dri apapun,0,0,0,0,1
aneh lo babi lo yg chat gue duluan lo yg bilang kangen tp lo juga yg matian nolak gue mau lo apa si asu bgt,0,0,0,0,1
wahiid sapa mbiib gue samperin nehh,0,0,0,0,1
najis banget najisss amitamit gue ketemu modelan renzi di rl,0,0,0,0,1
bertumbuk kita skrng serlok,0,0,0,0,1
bangsat gue remes pentil lo,0,0,0,0,1
pake otak lu bangsat,0,0,0,0,1
makin banyak bangsat tukang sebar berita bohong tp ngakunya relijius  ditolak masuk bukan dideportasi  akhir zaman makin banyak bangsat ngaku alim ,1,0,0,0,0
syahroni biadab tidak punya etika,0,0,0,0,1
iblisss dia kdrun mmg merusak ajaran kdrun biadab,1,0,0,0,0
caleg kere topa bobi botak biadab ga da otak,0,0,1,0,0
maju lo sini gue gebug,0,0,0,0,1
gue patahin tanganlu mau,0,0,0,0,1
pengotor anak haram,1,0,0,0,0
najis bgt ya allah amit,0,0,0,0,1
bodoh banget anjeng pen gue toyor sambil bilang meuni tolol aih kamu jancok,0,0,0,0,1
mh lepas iya rok mini kamu buka rok masukan kontol ke memek basah kamu ciuman mh genjot sampai kamu kesakitan mh gede rasa ah,0,0,0,1,0
si bangsat ini kalau belum keciduk gak bakalan kapok selalu nyinyirin keluarga pak jokowi  tangkap bodat bungul ,0,0,0,0,1
munafik  barang haram dihalalkan demi fulus mus,1,0,0,0,0
aku hnya ribut dgn jamet,0,1,0,0,0
yang namanya ghea mending kita berantem aja,0,0,0,0,1
anjing malah dispill botak laknat,0,0,1,0,0
dulu pernah jadi korban pas di penentuan hari lamaran sampe bikin hampir berantem ama mas ini kejadian lagi buat nentuin syukuran  bulan yg katanya harinya ga boleh sembarangancape bgt,0,0,0,0,1
wkwkkw aku pernah gelud sama fansnya,0,0,0,0,1
aya a nya anjay jamet,0,1,0,0,0
km jamet bukan kidz,0,1,0,0,0
si jamet masih on kaga ya,0,1,0,0,0
km jamet bukan dik,0,1,0,0,0
km lucu tp km jamet hhh tp ttp ihacoy,0,1,0,0,0
akhlaq lue kek abu lahab makcik bawa bacuh semen segala gue tandain lue sini main ke indo biar tau ea eaato mau tau santet,1,0,0,0,0
mana ada kamus jamet kak kinun cb buat,0,1,0,0,0
dia bilang gini key kmw knph tdk typing jamet lagi hikshikshiksmenangis,0,1,0,0,0
akun masa katanya kangen sm typingan jamet gweh,0,1,0,0,0
km lucu tp km jamet hhh tp ttp ihacoy,0,1,0,0,0
jgn ngajak berantem,0,0,0,0,1
kan yang dibiarkan dihina ngga ditangkap krn dibilang intoleranradikal radikul dan kadrun dari yamanemang ini negara milik jkwe spt pemilunya jg hasilnya aneh bin ghoib jd smwnya ikutan trus klo ngritik presiden yang ingkar janji apa ditangkap,1,0,0,0,0
putus lah apalagi sex ga ngebikin hubungan lu sama dia bertahan lama dia tuh cuma nafsuan doang tot kalo dia sayang sama lu dia gabakal ngerusak lu udah banyak cowo modelan kek gini dan masih banyak cowo diluar sana yg lebih baik kalo dia mau mati krna diputusin yaudah iyain aja,0,0,0,1,0
jelek banget,0,0,0,0,1
mutilasi alat vitalnya kebiri,0,0,1,0,0
mutilasi alat vitalnya kebiri,0,0,1,0,0
lu aja sono mati dluan,0,0,0,0,1
gelud sini,0,0,0,0,1
lebay bgt ya ga lolos km sampe overthink kejauhan mikirin mati hehe udah kebiasa soalnya tiap ada masalah bawaannya mikir mati tp santuy aja aku ga ngomongin pengen mati ke tementemen yakaliii ntar mereka kaget dong,0,0,0,0,1
lemah banget jadi manusia si buset dah,0,0,0,0,1
iya nder pertama karna lebih sering terpapar penyakit kedua karna seleksi alam alias yg bisa bertahan yg kuat doang yg lemah biasanya mati waktu masih kitten,0,0,0,0,1
ngajak gelud ni orang,0,0,0,0,1
km lucu tp km jamet hhh tp ttp ihacoy,0,1,0,0,0
ayo gelut,0,0,0,0,1
botak boleh sen tapi jangan jadi botol atau botak tolol,0,0,1,0,0
dilihat dari potongannya sih kaya santet versi taiwan wkwkkw gue mau nonton ini besok,0,0,0,0,1
tak ada seorang pun yang hina didunia ini tidak lain adalah orang itulah yang memberikan cap cina,0,1,0,0,0
mau ss an chat di bbm dong yg sblm berantem itu,0,0,0,0,1
ak kurtaw tot ak gabisa mandarin ak cuma liat subnya aja tapi awal mulanya fans artis l sama artis w ini ribut trus kek maen spill spillan keburukan artis lainnya gitu kasian yah padahal allah menutupi keburukanmu tapi fansmu berantem mulu kerjaannya,0,0,0,0,1
dari tweet an label us nya bpm tu nunda gitu debut viviz di us trus beredar di reddit bpm mau fokus ke jepang sama kadrun cina so kemungkinan bakal lama sih debut di us nya,0,0,0,0,1
tpi ya emg bner jelek nder,0,0,0,0,1
ayo gelud urang suka keributan,0,0,0,0,1
apa ya lucu kinda jamet aja sih,0,1,0,0,0
kak jayden agak jamet ah mana ada,0,1,0,0,0
kaga ada urusan gw sana dia met jamet,0,1,0,0,0
ya gpp yg penting gw bukan jamet pengecut kyk elo,0,1,0,0,0
kan gw udh bilang di dm aja ternyata elo bener pengecut yalo bisa gw laporin ke polisi krn nyebar dm gw tanpa izin,0,0,0,0,1
untuk tamu yg tidak membuka undangan akun akan data dan diserahkan ke pihak berwajib dan d adukan perbuatan tidak menyenangakan semua masalah ada solusinya cantik kuu walaupun nanti d hina netizen dan tetangga,0,0,0,0,1
saya dulu iya sama astrid sayang lagi tiduran saya lihat kontol saya lagi di sepong sama bibir seksinya astrid,0,0,0,1,0
ada dulu aku urunan beli tamagochi aku berantem akhirnha sama temenku,0,0,0,0,1
lu aja yang jamet gua mah ccn,0,1,0,0,0
lah gua kira asta jadi dukun santet,0,0,0,0,1
bacolin sri ayu tarisa yok bacol pejuhin kontolin cocktribute cumtribute pejuhinfoto pejuhinmuka bacolinchindo sangeberat sange sangeaaaaaaaaaah sangean ngentot pejuhinchallenge toge sriayutarisa,0,0,1,1,0
viral nihh selebgram kesebar video ngewe sama pacar di hotel tubuh nya mulus banget bikin ngaceng full vidionya bokep viral bokep indo skandal mesum piral abg sange,0,0,0,1,0
vidio bokep indo viral abg skandal ngentot cewek hijab yg lagi abis mabuk dikamar hotel sampai muncrat  vidio bokep indo terbaru lainnya cek di kolom komentar dibawah ini sangeaaaaaaaaaah chikajt chikchat vcs viral tiktok,0,0,0,1,0
tiktok hijab viral hotel mesum indo di entot pacar beroouk memek basah di kosan full video cek di bio atau cek di komentar bokepindo bokepterbaru bokepbarat viralindo sangebanget sangeaaaaaaaaaah tiktok,0,0,0,1,0
skandal vidio bokep indo viral abg mahasiswi cantik lagi ngentot sama dosen bule dikamar kosan sampai lemes gt full vidio cek link dibawah komentar ini sangeaaaaaaaaaah chikchat chikajt vcs viral tiktok,0,0,0,1,0
skandal vidio bokep indo viral abg mahasiswi cantik lagi ngentot sama dosen bule dikamar kosan sampai lemes gt lt full vidio cek link dibawah komentar ini sangeaaaaaaaaaah chikchat chikajt vcs viral tiktok,0,0,0,1,0
elu jujurly awal sekolah gue kaget bngt anjg tb tb ngomongin homo wkwkwk gue suka homo dn anime gara gara lu jg jgn lgbt thx,0,0,0,1,0
full video jilbobs sange memek becek link full video nya cek di bio lt gt atau cek di komentar tiktok video chikajt vcshijab vcshijab pejuhin sangeaaaaaaaaaah instagramdown pengusahanakal,0,0,0,1,0
tiktok hijab viral hotel mesum indo di entot pacar beroouk memek basah di kosan full video cek di bio atau cek di komentar bokepindo bokepterbaru bokepbarat viralindo sangebanget sangeaaaaaaaaaah tiktok,0,0,0,1,0
skandal jilbab bokep terbaru indo viral cewe cantik ngewe di kosan atau cek di komentar bokepterbaru bokepbarat viralindo bokepindo instagramdown sangeaaaaaaaaaah,0,0,0,1,0
sange mulu ngewe mau,0,0,0,1,0
tiktok hijab viral hotel mesum indo di entot pacar beroouk memek basah di kosan full video cek di bio atau cek di komentar bokepindo bokepterbaru bokepbarat viralindo sangebanget sangeaaaaaaaaaah tiktok,0,0,0,1,0
skandal vidio bokep indo viral abg mahasiswi cantik lagi ngentot sama dosen bule dikamar kosan sampai lemes gt lt full vidio cek link dibawah komentar ini sangeaaaaaaaaaah chikchat chikajt vcs viral tiktok,0,0,0,1,0
tiktok hijab viral hotel mesum indo di entot pacar beroouk memek basah di kosan full video cek di bio atau cek di komentar bokepindo bokepterbaru bokepbarat viralindo sangebanget sangeaaaaaaaaaah tiktok,0,0,0,1,0
skandal vidio bokep indo viral abg mahasiswi cantik lagi ngentot sama dosen bule dikamar kosan sampai lemes gt lt full vidio cek link dibawah komentar ini sangeaaaaaaaaaah chikchat chikajt vcs viral tiktok,0,0,0,1,0
knsdm kontol naik sepong dong mbak wakakakakart kok tahu nama panjang kakak adik haha iya deh knsdm he,0,0,0,1,0
uve sudah tidak mau lagi main hati kamu uve cukup kenal bo saja karena kalau minta jadi pacar ujungujungnya ingin ngewe gratis iya tidak sihuntungnya buat uve apa jangan sok pura cinta lah basi tahu pic twiter com apnfgvidb,0,0,0,1,0
video abg cantik bugil sange ngocok memek live,0,0,0,1,0
jepit kontol ku di tetek kmu sayang rt boleh kok klo bisa kenceng biar tetek aku brdarah,0,0,0,1,0
bokep abg hijab sange ngocok memek,0,0,0,1,0
bokep abg hijab sange ngocok memek,0,0,0,1,0
bokep hijab abg bugil sange ngocok memek,0,0,0,1,0
bokep indo abg berhijab sange ngocok memek,0,0,0,1,0
bokep indo abg sange berhijab ngocok memek,0,0,0,1,0
semoga di penjara itu kontol di oles pake cabe di suruh coli pake balsem boolnya di tusbol pake stik baseball yg udah di olesin pake cuka  air cabe,0,0,0,1,0
dari kaum lgbt semua,0,0,0,1,0
lu sihpada doyan jd lgbtemang bisa homo punya anak,1,0,0,1,0
mending dia ngemis aj lh dr pd jd banci penyuka sejenis takut dilaknak allah ky kaum sodom lohlohh kok jd jauh bhas ny,1,0,0,1,0
thor ga rekomended korg homo dan valk lesbi kalo yang suka lgbt ya silakan,0,0,0,1,0
ayo sayang dimulai saja dijilatin memek iya iya sayang ampe bsh pol iya tolong sepong kontol ku iya sayank,0,0,0,1,0
why i should do it with jantan did your read about kaum sodom i post it caus more ds do it for free sex your followers and her akan menjadikan kalian role mode and sexually transmitted diseases akan banyak yg menjadi korban adalah anak dan istri mereka di rumah,0,0,0,1,0
sama bokap lo aja sana huahaha rt kontol kamu besar tidak mau aku sepong sini lagian saya sudah sangek betul ini,0,0,0,1,0
tahun depan coli sama colmek jika ketahuan bakal kena pidana juga aneh bet lu punya kontol tapi diatur sama negara kan anzeng,0,0,0,1,0
kaum lgbt,0,0,0,1,0
anjir lemes bgt mulut kaum sodom ini,0,0,1,1,0
lgbt adalah kaum laknatullah kaum yg tidak menggunakan akal kami menolak lgbt tangkapabujanda tangkapbuzzer buzzer bukan amanat rakyat,1,0,0,1,0
cw  lgbt udah suka cowo fiksi yang cerita fiksinya homo pula,0,0,0,1,0
cw  lgbt  homo bagi playlist yang cocok buat baca au homo,0,0,0,1,0
lgbt mahluk yang di laknatlihat alkitabkaum gomorah lalu alquran kaum sodomatau kita mau mempercepat datangnya kiamat,1,0,0,1,0
gavin itu orangnya mandang fisik yaa kalo iya kenapa hah masalah buat lo ngomongin orang kok di belakang mainstream banget kontol kalo berani sini depan gua ngomong biar gua jejelin kontol mulut lo bencong,0,0,1,1,0
well even he is a part of club homo dll idc ga sepantasnya dia beropini kek gitu ya gasie gamau di katain homo tapi mulut kek bencong aduhhh masnya please,0,0,1,1,0
antara kaum bim ama kaum gay shipper soalnya gue perhatiin bbrapa fandom gue ngeliat idolnya post ama cewek panas mulu giliran postan ngegay semangat  bgt padahal beragama kalo diingetin katanya ship bcanda gak beneran ngeship cuma konten buat seru seruan doang,0,0,0,1,0
ngewe usaha kamu apa nyet kamu bilang sama yang gitaris kalau ingin bagus randy memang bukan aliranya sih jadi agak susah nan,0,0,0,1,0
ada org marah ngatain org gay homo ini itu lah jelekin lah trs header nya pelagi bendera dia gay itu,0,0,0,1,0
